word	pronunciation	occurrences	mean length of utterance
people	p iy b ah l	2	0.266
people	p iy b el	48	0.265791666666667
people	p iy b l	1	0.179
people	p iy b ow	2	0.315
people	p iy b uh	4	0.23625
people	p iy b uw	1	0.275
people	p iy eh	1	0.182
people	p iy el	2	0.199
people	p iy f el	3	0.336
people	p iy l	2	0.208
people	p iy p	6	0.243
people	p iy p ah	36	0.264833333333333
people	p iy p ah l	89	0.345595505617978
people	p iy p ao	1	0.484
people	p iy p eh l	2	0.2255
people	p iy p el	922	0.352945770065076
people	p iy p el w	1	0.531
people	p iy p er	2	0.298
people	p iy p l	7	0.370428571428571
people	p iy p l ah	2	0.279
people	p iy p l ahn	1	0.395
people	p iy p l uh	1	0.352
people	p iy p ow	15	0.392266666666667
people	p iy p ow l	2	0.548
people	p iy p uh	47	0.314723404255319
people	p iy p uh l	11	0.467454545454545
people	p iy p uw	6	0.286
people	p iy p uw l	1	0.421
people	p iy p w ah	2	0.3495
people	p iy p w el	1	0.373
people	p iy v ah	2	0.23
people	p iy v el	19	0.29
people	p iy v ow	1	0.298
people	p iy v uh	2	0.3
people	p p iy el	1	0.267
people	p uw b ah	1	0.25
people	p y uw p el	1	0.372
people's	p ih b el s	1	0.282
people's	p iy p ah l z	4	0.37075
people's	p iy p el s	1	0.5
people's	p iy p el z	4	0.4695
peoples'	p iy p el z	1	0.344
people've	p iy p el v	1	0.352
peppers	p eh p er s	1	0.437
peppers	p eh p er z	1	0.526
per	p er	12	0.202916666666667
perceived	p er s iy v d	1	0.832
percent	b er z eh n t	1	0.23
percent	b ih s eh n t	1	0.337
percent	p ah r s eh n tq	1	0.31
percent	p ah s eh n	1	0.303
percent	p er s ae n t	1	0.411
percent	p er s ah n	1	0.353
percent	p er s eh	4	0.266
percent	p er s eh n	1	0.243
percent	p er s ehn	1	0.275
percent	p er s eh n	10	0.3597
percent	p er s eh n t	11	0.480272727272727
percent	p er s eh n tq	5	0.3514
percent	p er s ehn tq	2	0.5225
percent	p er s eh nx	11	0.366727272727273
percent	p er s eh tq	1	0.507
percent	p f s eh nx	1	0.32
percent	p r eh s eh n	1	0.278
percent	p r ih s eh n	1	0.288
percent	p r ih s eh n t	1	0.55
percent	p r ih s eh n tq	1	0.344
percent	p r ih s eh nx	1	0.322
percent	p s eh n	1	0.472
percent	p s ehn tq	1	0.304
percent	p s en tq	1	0.372
percentage	p er s ah n ih jh	1	0.685
percentage	p er s eh n ih jh	1	0.56
percentage	p er s eh n ih zh	1	0.668
percentage	p er s eh nx ah jh	1	0.462
percentage	p er s eh nx eh zh	1	0.496
percentage	p er s eh nx ey jh	1	0.471
percentage	p er s eh nx ih jh	1	0.55
percentage	p er z eh n jh	1	0.468
percentages	p er s eh n iy jh ih z	1	0.77
percentages	p er s eh nx ih jh ah z	1	0.464
percentages	p er s eh nx ih jh eh z	1	0.845
perception	p ah r s eh p sh ah n	1	0.54
perception	p er s eh p sh ah n	1	0.543
perception	p er s eh p sh en	2	0.573
percolates	p er k ah l ey t s	1	0.603
perfect	p er f eh k t	7	0.538714285714286
perfect	p er f ey k	1	0.54
perfect	p er f ey k t	1	0.498
perfect	p er f ih g	1	0.36
perfect	p er f ih k	5	0.3828
perfect	p er f ih k t	4	0.46675
perfect	p er f iy	1	0.323
perfect	p er f iy k	1	0.42
perfect	p er f iy t	1	0.484
perfect	p er f t	2	0.333
perfectly	p ah r f eh k l iy	1	0.46
perfectly	p er f ah k l iy	1	0.485
perfectly	p er f ah k t l iy	1	0.36
perfectly	p er f ih k ah l iy	1	0.686
perfectly	p er f ih k l iy	1	0.601
perfectly	p er v ah k l iy	1	0.401
perform	p er f ao r m	4	0.46025
performance	p er f ao r m ah n s	1	0.567
performance	p er f ao r m ih n s	1	0.59
performance	p er f ao r m ih n t s	1	0.576
performance	p er f ow r m ah n s	1	0.76
performances	p er f ao r m ah n s ah s	1	0.804
performing	p er f ao r m ih n	1	0.521
performing	p er f ao r m ih ng	1	0.57
performing	p er f ao r m iy n	1	0.516
perhaps	p er ae p s	2	0.457
perhaps	p er hh ae p s	4	0.604
period	p eh r ih dx	1	0.257
period	p eh r iy ih d	1	0.44
period	p er ih	1	0.354
period	p er r ih d	1	0.294
period	p ih er ih d	1	0.387
period	p ih r	1	0.149
period	p ih r ih d	1	0.224
period	p ih r ih ih d	1	0.5
period	p ih r iy ah d	3	0.504333333333333
period	p ih r iy d	3	0.333333333333333
period	p ih r iy ih	1	0.414
period	p ih r iy ih d	3	0.405666666666667
period	p ih r iy ih dx	1	0.346
period	p ih r iy ih t	1	0.489
period	p iy er iy d	1	0.407
period	p iy r iy ah d	2	0.426
period	p iy r iy d	1	0.443
period	p iy r iy ih d	4	0.4495
period	p iy r iy ih dx	2	0.4285
period	p iy r iy ih tq	2	0.4225
period	p uh r iy ih d	1	0.764
periodically	p ih r iy aa dx ih k l iy	1	0.793
periodicals	p ih r iy aa dx ih k el z	1	0.69
periods	p ih r ih d z	1	0.348
peripheral	p er ih f er el	1	0.653
permanent	p ah r m ah nx eh n t	1	0.41
permanent	p er ih eh n t	1	0.346
permanent	p er m eh n eh tq	1	0.465
permanent	p er m ih n ehn tq	2	0.647
permanent	p er m uw nx ah	1	0.384
permeate	p er m iy ey t	1	0.765
permeates	p er m iy ey t s	1	0.48
permission	p er m ih sh ih n	1	0.562
person	f er z en	1	0.277
person	p aa r s en	1	0.398
person	p ah r s ah n	1	0.49
person	p ah r s en	5	0.4182
person	p er eh s eh	1	0.34
person	p er s	1	0.25
person	p er s ah m	1	0.422
person	p er s ah n	1	0.272
person	p er s ahn	1	0.276
person	p er s ah n	39	0.49948717948718
person	p er s ah nx	2	0.46
person	p er s eh m	1	0.473
person	p er s eh n	11	0.498181818181818
person	p er s eh nx	1	0.471
person	p er s em	1	0.376
person	p er s en	38	0.379157894736842
person	p er sh ah n	2	0.497
person	p er sh en	2	0.458
person	p er sh eng	1	0.377
person	p er sh ih n	2	0.413
person	p er sh ng	1	0.383
person	p er s ih m	1	0.359
person	p er s ih n	15	0.4424
person	p er s ih ng	1	0.421
person	p er s ih nx	3	0.421666666666667
person	p er s uw n	2	0.499
person	p er z en	1	0.301
person	p r ih s t en	1	0.273
person	p r s ih n	1	0.632
persona	p er s ow nx ah	1	0.742
personal	p ah r s n ah l	1	0.749
personal	p er s ah el	2	0.417
personal	p er s ah n el	2	0.554
personal	p er s ah nx ah el	1	0.696
personal	p er s el	3	0.417333333333333
personal	p er s en el	2	0.595
personal	p er sh ah nx el	1	0.912
personal	p er sh n el	5	0.5892
personal	p er s n ah	1	0.407
personal	p er s n ah l	2	0.7605
personal	p er s n el	8	0.40225
personal	p r sh n el	1	0.472
personalities	p er s ah n ae l ih dx ih z	1	0.683
personalities	p er s ah n ae l ih dx iy z	1	0.896
personalities	p er s n ae l ih z	1	0.47
personality	p ah r s ah n ae l ih t iy	1	0.65
personality	p er s ah n	1	0.389
personality	p er s ah n ae l ih t iy	1	0.993
personality	p er s ah nx ae l ih dx iy	1	0.816
personality	p er s en ae l ah dx iy	1	0.873
personality	p er s en ae l d ih	1	0.624
personality	p er s en ae l ih d iy	2	0.674
personality	p er s n ae l ah dx iy	1	0.542
personality	p er z n ae l iy	1	0.605
personally	p ah r s ah n el iy	1	0.486
personally	p ah r s n el iy	1	0.677
personally	p er s ah en l iy	1	0.496
personally	p er s ah l ih	1	0.421
personally	p er s ah l iy	1	0.701
personally	p er s ah n ah l iy	1	0.871
personally	p er s ah n el iy	2	0.894
personally	p er s el iy	3	0.435333333333333
personally	p er s en	1	0.378
personally	p er s en ah l iy	1	0.815
personally	p er s en el iy	4	0.57825
personally	p er s en l iy	2	0.6235
personally	p er sh n el iy	1	0.554
personally	p er s l ih	1	0.347
personally	p er s l iy	5	0.4132
personally	p er s n ah l iy	2	0.655
personally	p er s n eh l iy	1	0.603
personally	p er s n el ih	1	0.518
personally	p er s n el iy	3	0.586666666666667
personally	p er s uh nx el iy	1	0.352
persons	p er s ah n z	1	0.743
persons	p er s ih n t s	1	0.596
person's	p er s ah n z	2	0.5715
person's	p er s en t s	1	0.452
person's	p er s en z	2	0.467
person's	p er s ih n z	1	0.507
perspective	f er s p eh k t ih v	1	0.62
perspective	p er s b eh k t ih v	1	0.756
perspective	p er s p eh k t ih b	1	0.549
perspective	p er s p eh k t ih v	7	0.602285714285714
perspective	p er s p eh t ih f	1	0.864
perspective	p s p eh k t ih v	1	0.678
perspectives	p er s p eh k t ih z	1	0.639
persuade	p er s w ey d	1	0.537
persuasive	p er s w ey s ih f	1	0.852
pertain	p r t ey n	1	0.31
pertains	p er t ey n s	1	0.447
pertains	p t ey n s	1	0.419
perturbed	p er ch er b ah tq	1	0.61
peruse	p er z	1	0.247
pervasive	p er v ey s ih f	1	0.74
pervasive	p er v ey s ih v	1	0.657
pessimistic	p eh s ah m ah s t ih k	1	0.858
pet	p eh dx	2	0.227
pet	p eh t	2	0.334
pet	p eh tq	4	0.32975
pete	p iy	3	0.221333333333333
pete	p iy dx	1	0.205
pete	p iy k	1	0.225
pete	p iy t	1	0.178
pete	p iy tq	1	0.163
peter	p iy dx er	1	0.255
peter	p iy dx ih r	1	0.374
peters	p iy dx er z	1	0.257
petersburg	p iy dx er zh b er g	1	0.583
petition	p ah t ih sh ah n	2	0.5645
pets	p eh ch	1	0.302
pets	p eh t	1	0.271
pets	p eh tq s	1	0.309
pets	p eh t s	7	0.478142857142857
pet's	p eh t s	1	0.286
petty	p ae dx iy	1	0.413
petty	p eh dx iy	1	0.298
phase	f ey s	2	0.4455
phase	f ey z	1	0.229
phased	f ey z d	1	0.296
phases	f ey z ah z	1	0.612
phases	f ey z ih z	1	0.412
phasing	f ey z ih n	1	0.349
phasing	f ey z ih ng	1	0.35
phd	p iy ey ch d iy	1	0.485
phenomenal	f ih n aa m n el	1	0.701
phenomenons	f ah n aa m ah n ah n z	1	0.877
philadelphia	f ih l ah d eh l f iy ah	2	0.6175
philadelphia	f ih l ah dx eh l f iy ah	1	0.574
philip	f ih l ah p	1	0.29
philippines	f ih l p iyn z	1	0.527
philips	f ah l ah p s	1	0.383
philly	f ih l iy	2	0.3475
philosophy	f ah l aa s ah f iy	2	0.7825
philosophy	f el aa s ih f iy	2	0.583
philosophy	f ih l aa s ah f iy	2	0.6565
philosophy	f ih l aa s f iy	1	0.45
philosophy	f l aa s ih	1	0.401
philosophy	f uh l aa s ah f iy	1	0.684
philosophy	p el aa s iy	1	0.446
phone	f ow	1	0.223
phone	f ow m	1	0.393
phone	f ow n	9	0.238444444444444
phone	f own	2	0.2735
phone	f ow n	21	0.378333333333333
phone	f ow nx	2	0.224
phone	f ow uhn	1	0.332
phones	f ow n s	2	0.5705
phones	f ow n z	1	0.471
phonic	f aa n ih k	1	0.47
phonics	f aa n ih k s	2	0.7745
photo	f ah	1	0.307
phrase	f r ey z	1	0.409
phraseology	f r ey z aa l ah jh iy	1	0.736
physical	f ih z ah	1	0.253
physical	f ih z ah k el	1	0.471
physical	f ih z ih g el	1	0.468
physical	f ih z ih k el	12	0.493916666666667
physical	f ih z ih k l	1	0.577
physical	f ih z ih k uh l	1	0.744
physical	f ih z k ow	1	0.491
physically	f ih z ah k l iy	2	0.615
physically	f ih z ih k l iy	9	0.507777777777778
physicals	f eh z ah k el z	1	0.718
physicals	f ih z ih k ow f z	1	0.544
physician	f ih z ah sh en	1	0.393
physicians	f ih z ih sh ah n z	1	0.704
physicians	f ih z ih sh ih n s	1	0.633
physics	f ih s ih k s	2	0.51
physics	f ih z ih k s	3	0.641333333333333
pick	p eh k	2	0.2445
pick	p ih g	2	0.1685
pick	p ih k	41	0.242926829268293
pick	p ih ng	1	0.161
picked	p eh k t	2	0.3335
picked	p ih k	1	0.184
picked	p ih k d	1	0.276
picked	p ih k t	21	0.286238095238095
picket	p ih k ih t	1	0.357
picking	p eh g en	1	0.295
picking	p ih k en	1	0.271
picking	p ih k ih n	1	0.316
picking	p ih k ih ng	3	0.413
picking	p ih k ih nx	2	0.2975
picking	p ih k iy	1	0.375
picking	p ih k iy m	1	0.318
picking	p ih k iy n	1	0.29
picking	p ih k iy ng	1	0.372
picks	p ih k s	1	0.379
picky	p ih k iy	1	0.42
picnic	p ih k n ih k	1	0.558
picture	p ih g ch iy	1	0.327
picture	p ih g sh er	1	0.41
picture	p ih k ch er	14	0.384714285714286
picture	p ih k ch uh	1	0.4
picture	p ih k sh ah r	1	0.396
picture	p ih k sh er	7	0.432285714285714
pictures	p ih k ch er z	3	0.469333333333333
pictures	p ih k sh er s	1	0.89
pictures	p ih k sh er z	1	0.5
pictures	p ih sh er z	1	0.447
picturing	p ih k ch r ih n	1	0.425
pie	p ay	6	0.328
piece	p iy s	15	0.309466666666667
piece	p iy sh	1	0.247
piece	p iy z	1	0.21
pieces	p iy s ah z	1	0.35
pieces	p iy s eh z	1	0.32
pieces	p iy s ih z	3	0.563
pieces	p iy s uw z	1	0.571
piercings	p ih r s ih ng z	1	0.489
piercings	p iy r s ih ng z	1	0.845
pig	p ih g	4	0.35175
pigeons	p ih jh ah n z	1	0.605
piglet	p ih g l ah tq	1	0.451
pile	p ay ah l	1	0.349
pill	p ih l	7	0.353428571428571
pills	p ih el z	1	0.47
pills	p ih l z	2	0.5615
pilot	p aa l ah tq	1	0.378
pilot	p ay l ah dx	2	0.438
pilot	p ay l ah t	3	0.376
pilots	p ae l ah t s	1	0.36
pilots	p ay ah t s	1	0.332
pilots	p ay l ah t s	1	0.357
pine	p ay n	3	0.423
pink	p iy ng k	1	0.27
pioneer	p ay eh n ih r	1	0.505
pipe	p ay p	5	0.4326
pipefitters	p ay p f iy t ah r z	1	0.881
piper	p ay p er	1	0.389
pipes	p ay p s	3	0.410666666666667
pisa	p iy z ah	1	0.521
piss	p ih s	1	0.3
pissed	p eh s t	1	0.32
pissed	p ih s	3	0.290666666666667
pissed	p ih s t	2	0.3315
pissing	p ih s ah n	1	0.439
pistols	p ih s s el z	1	0.457
pistols	p ih s t el s	1	0.544
pit	p ih t	1	0.438
pit	p ih tq	2	0.305
pitch	p ih ch	1	0.29
pitt	p ih tq	1	0.174
pitting	p ih t en	1	0.341
pittsburgh	p ih t s b ah r g	1	0.76
pity	p ih iy	1	0.319
pixar	p ey k s ah r	1	0.71
pizza	p ih t s ah	1	0.305
pizza	p iy t s ah	7	0.440428571428571
pizza	p iy t s eh	2	0.334
pizzas	p iy t s ih s	2	0.4645
placate	p l ey k ey t	1	0.594
place	p l eh s	4	0.3215
place	p l ey hh	1	0.221
place	p l ey s	117	0.362051282051282
place	p l ey sh	2	0.3805
place	p l ey z	1	0.467
place	p l ih s	1	0.238
placed	p l ey s	1	0.338
placed	p l ey s t	2	0.449
placement	p l ey s m ah n	1	0.533
placements	p l ey s m ah n s	1	0.508
places	p l ay s eh s	1	0.32
places	p l ey s	3	0.235666666666667
places	p l ey s ah	1	0.307
places	p l ey s ah s	2	0.7145
places	p l ey s ah z	13	0.432538461538461
places	p l ey s eh	1	0.34
places	p l ey s eh s	2	0.53
places	p l ey s eh z	1	0.349
places	p l ey s ih	2	0.3345
places	p l ey s ih s	4	0.58875
places	p l ey s ih z	25	0.50572
places	p l ey s s	1	0.362
places	p l ey s uh s	1	0.511
places	p l ey s uh z	6	0.552666666666667
places	p l ey s z	3	0.37
places	p l ey z	1	0.268
plain	p l ey iy n	1	0.654
plain	p l ey n	2	0.5425
plan	p l ae n	9	0.336222222222222
plan	p l aen n	1	0.356
plan	p l ae nx	4	0.30275
plane	p l ey n	5	0.2588
plane	p l eyn	1	0.346
plane	p l ey n	2	0.3825
plane	p w ey n	1	0.341
planes	p l ey n z	2	0.473
planet	p l ae n eh tq	1	0.447
planet	p l ae n ih dx	1	0.409
planet	p l aen ih tq	1	0.373
planet	p l ae n uh t	1	0.605
planet	p l ae nx ah n	1	0.467
planet	p l ae nx ih dx	1	0.485
planet	p l ae nx ih t	1	0.401
planned	p l ae n	1	0.292
planned	p l ae n d	4	0.3345
planning	p l ae n	1	0.316
planning	p l ae n ih n	1	0.432
planning	p l ae n ih ng	2	0.374
planning	p l aen ih ng	1	0.467
planning	p l ae nx	2	0.281
planning	p l ae nx ih ng	4	0.358
planning	p l ae nx ih ng n	1	0.524
planning	p l ae nx ih nx	1	0.262
planning's	p l aen ih ng z	1	0.359
plans	p l aen s	1	0.336
plans	p l ae n s	3	0.471666666666667
plans	p l ae n z	2	0.4495
plant	p l aen t	1	0.295
plant	p l ae n t	1	0.412
plant	p l aen tq	2	0.336
plant	p l ae nx	1	0.279
plant	r p l ae	1	0.358
planted	p l ae n	1	0.228
planted	p l ae n t eh d	1	0.529
planted	p l ae n t ih d	1	0.293
plants	p l ae n t s	4	0.4155
plantscape	p l ae n s k ey p	1	0.56
plastic	p l ae s t ih k ah	1	0.563
plates	p l ey s	1	0.326
platform	p l ae tq f ao r m	1	0.65
platforms	p l ae t f ao r m s	1	0.956
platoon	p l ah t uw n	2	0.6805
play	ay p l ey	1	0.519
play	p l ay	3	0.325
play	p l ey	92	0.277771739130435
playbabies	p l ey b ey b iy z	1	0.56
played	p l ey d	20	0.29335
played	p l ey dx	2	0.3285
played	p l ey jh	1	0.296
played	p l ey tq	1	0.26
played	p l ih d	1	0.181
player	p l eh er	1	0.273
player	p l ey er	5	0.4244
players	p l ah er z	1	0.47
players	p l eh er z	2	0.4915
players	p l ey ah r z	1	0.305
players	p l ey ah z	1	0.58
players	p l ey er	1	0.291
players	p l ey er z	5	0.4006
playground	p l ey g r aw d	2	0.556
playground	p l ey g r aw n	2	0.6105
playgrounds	p l ey g eh r ow n d z	1	0.541
playing	p l eh ih ng	1	0.326
playing	p l ey en	1	0.243
playing	p l ey eng	1	0.208
playing	p l ey ih m	1	0.248
playing	p l ey ih n	3	0.394
playing	p l ey ih ng	21	0.333047619047619
playing	p l ey ih nx	2	0.3505
playing	p l ey iyn	1	0.229
playing	p l ey iy ng	1	0.285
playing	p l ey n	1	0.131
playing	p l eyn	1	0.257
playing	p l ey n	1	0.316
playing	p l ey ng	3	0.325
playing	p l ey nx	1	0.23
playmates	p l ey m ey t s	1	0.585
plays	p l ey s	1	0.327
plays	p l ey z	12	0.459583333333333
plea	p iy	1	0.213
plea	p l iy	4	0.282
pleasant	p l ah z en s	1	0.481
pleasant	p l eh s ih n	1	0.344
please	p l iy s	1	0.476
please	p l iy z	7	0.385285714285714
pleased	p l ih s t	1	0.317
pleased	p l ih z	1	0.288
pleased	p l iy z d	1	0.344
pleased	p l iy z t	1	0.512
plenty	p ah nx iy	1	0.253
plenty	p l ah n iy	1	0.444
plenty	p l ah nx iy	1	0.301
plenty	p l eh iy	1	0.244
plenty	p l ehn iy	2	0.3255
plenty	p l eh n iy	3	0.36
plenty	p l eh nx ih	1	0.321
plenty	p l eh nx iy	3	0.322
plenty	p l ey	1	0.294
plop	p l aa p	2	0.3015
plopping	p l aa p ih n	1	0.508
plugged	p l ah g d	2	0.2715
plumbing	p l ah m iy ng	1	0.525
plus	p ah sh	1	0.24
plus	p l ah s	36	0.331222222222222
plus	p l uh sh	1	0.278
pocket	p aa k ah t	1	0.433
pocket	p aa k ih dx	1	0.402
poem	p ow ah m	1	0.396
poems	p ow ah m z	2	0.555
poems	p ow m ah z	1	0.412
poet	p ow ih t	1	0.443
poetry	p ow ah t r ih	1	0.529
poetry	p ow ah t r iy	2	0.4735
point	p oy	4	0.18775
point	p oy n	11	0.206181818181818
point	p oyn	1	0.257
point	p oy n	5	0.27
point	p oyn	1	0.274
point	p oy n	2	0.288
point	p oyn	1	0.3
point	p oy n	6	0.334666666666667
point	p oy n dx	1	0.246
point	p oyn dx	1	0.28
point	p oyn eyn t	1	0.511
point	p oyn ihn tq	1	0.374
point	p oy n t	1	0.21
point	p oyn t	1	0.212
point	p oy n t	14	0.294285714285714
point	p oyn t	1	0.369
point	p oy n t	4	0.39225
point	p oyn t	1	0.435
point	p oy n t	1	0.443
point	p oyn t	1	0.475
point	p oy n t	3	0.515333333333333
point	p oyn t	2	0.681
point	p oyn tq	4	0.20875
point	p oy n tq	1	0.276
point	p oyn tq	1	0.277
point	p oy n tq	1	0.282
point	p oyn tq	3	0.288333333333333
point	p oy n tq	3	0.319
point	p oyn tq	1	0.354
point	p oy n tq	5	0.3906
point	p oyn tq	2	0.4245
point	p oy n tq	2	0.514
point	p oy nx	9	0.231666666666667
point	p oy r tq ih	1	0.287
point	p oy t	1	0.192
point	p oy tq	6	0.284333333333333
pointed	p oy n ih	1	0.373
pointed	p oy nx ih dx	1	0.304
pointing	p oy nx ih ng	1	0.612
points	p oy n s	1	0.24
points	p oyn s	1	0.329
points	p oy n s	1	0.34
points	p oy n t s	2	0.2655
points	p oyn t s	1	0.345
points	p oy n t s	3	0.378
poison	p oy z ah n	1	0.391
poison	p oy z ah nx	1	0.326
poisoning	p oy z ah n ih ng	1	0.55
poisons	p oy z en z	1	0.517
poke	p ow k	1	0.365
pokedex	p ow k ih d eh k s	2	0.8275
pokedex	p ow k ih dx eh k s	1	0.608
pokemon	p ow k ah m aa n	2	0.5865
pokemon	p ow k ih m ah n	3	0.632666666666667
pokemon	p ow k iy m aa n	3	0.832333333333333
polaris	p ah l eh r ah s	1	0.596
polaris	p ah l eh r ih s	1	0.546
polaris	p el eh r eh s	1	0.63
polaris	p el eh r ih s	2	0.685
polaris	p l eh r ih s	3	0.612666666666667
polaris	p ow l aa r ih s	1	0.662
polaris	p ow l eh r ah s	1	0.597
polaris	p uh l eh r ih s	2	0.617
poles	p ow l z	2	0.4655
police	p aa l iy s	1	0.3
police	p ah l iy s	8	0.491375
police	p el iy s	5	0.4132
police	p el l iy s	1	0.402
police	p l iy s	10	0.3705
police	p l iy sh	1	0.358
police	p uh l iy s	4	0.3245
policeman	p el ey s m ah n	1	0.542
policeman	p l iy s m ah n	1	0.54
policies	p aa l ih s iy s	1	0.478
policies	p aa l ih s iy z	1	0.838
policy	p aa l ah s ih	1	0.37
policy	p aa l ah s iy	3	0.530666666666667
policy	p aa l ih s iy	3	0.615333333333333
policy	p aa l s iy	2	0.4725
polite	p uh l ay t	1	0.549
political	p ah l ah dx ah k el	1	0.483
political	p ah l ah t ih k el	1	0.519
political	p ah l ih d ih k ah l	1	0.59
political	p ah l ih dx ih k ah l	1	0.481
political	p ah l ih dx ih k el	6	0.498833333333333
political	p ah l ih dx iy k el	1	0.757
political	p el ih dx eh k el	1	0.537
political	p el ih dx ih k el	2	0.515
political	p el l ih dx ih k el	1	0.671
political	p l ih dx ih ih k el	1	0.52
political	p l ih dx ih k ah l	2	0.4135
political	p l ih dx ih k el	3	0.454666666666667
political	p l ih k el	1	0.33
political	p l ih t ah k el	1	0.365
political	p l ih t ih k ah l	1	0.37
politically	p ah l eh dx ih k l iy	1	0.628
politically	p l ih t ih k l iy	1	0.446
politician	p aa l ah t ih sh ah n	1	0.834
politician	p aa l t iy sh ih n	1	0.622
politician	p ao l ah t ih sh ah n	1	0.823
politicians	p aa l ah t ih sh en z	1	0.668
politicians	p aa l ah t ih sh ih n z	2	0.717
politicians	p aa l ah t ih sh uh n z	1	1.2
politicians	p aa l ah t iy sh ih n z	1	0.771
politicians	p aa l ih t ih sh ah n z	1	0.894
politicians	p aa l ih t ih sh ih n z	1	0.695
politicians	p aa l ih t ih zh eh n s	1	0.788
politicians	p aa l ih t iy sh ih n z	1	1.35
politicians	p aa l t ih sh ih n s	1	0.58
politics	p aa l ah t ih k s	12	0.6845
politics	p aa l ih t ih k s	6	0.696166666666667
polls	p ow l s	1	0.491
polls	p ow l z	5	0.4438
pollution	p el l uw sh ih n	1	0.483
pond	p aa n d	1	0.453
ponds	p aa n d z	1	0.373
pooh	p uw	1	0.268
pooh-poohing	p ah p uw ih ng	1	0.495
pool	p uh	1	0.181
pool	p uw l	8	0.39775
pool	p uw l ih	1	0.444
pools	p uw l z	1	0.494
poor	b ao r	1	0.396
poor	p ao r	14	0.336714285714286
poor	p er	1	0.188
poor	p ow r	8	0.252875
poor	p uh r	1	0.17
poorer	p ao er	1	0.306
poorest	p ao r eh s	1	0.4
poories	p ow r iy z	1	0.699
poorly	p ao r l iy	1	0.457
poorly	p ow r l iy	3	0.433333333333333
pop	p aa p	5	0.404
popcorn	p aa p k ao r n	1	0.67
pope	p ow p	2	0.4105
popping	p aa p ah nx	1	0.362
popping	p aa p ih n	1	0.444
popular	p aa p ih l er	1	0.32
popular	p aa p y ah l er	5	0.5064
popular	p aa p y eh l er	1	0.456
popular	p aa p y er	1	0.319
popular	p aa p y ih l er	1	0.662
popular	p aa p y uh l er	1	0.553
popular	p aa v z er r	1	0.391
popularized	p aa p y uw l er ay z d	1	0.899
populated	p aa p y uh l ey dx ih d	1	0.814
populated	p aa p y uw l ey dx eh d	1	0.565
population	b p aa p y ah l ey sh n	1	0.825
population	p aa k p ah l ey sh en	1	0.79
population	p aa p ih l ey sh en	1	0.918
population	p aa p y ah l ey sh ah	1	0.619
population	p aa p y ah l ey sh ah n	3	0.793666666666667
population	p aa p y ah l ey sh eh n	1	0.614
population	p aa p y ah l ey sh en	2	0.6545
population	p aa p y ah l ey sh ih n	2	0.835
population	p aa p y el ey sh en	1	0.642
population	p aa p y ih l ey sh ah n	1	0.807
population	p aa p y ih l ey sh eh n	1	0.88
population	p aa p y ih l ey sh en	1	0.618
population	p aa p y ih l ey sh ih n	1	0.967
population	p aa p y uh l ey sh ah n	1	0.657
population	p aa p y uh l ey sh eh n	1	1
population	p aa p y uh l ey sh en	1	0.806
population	p aa p y uw l ey sh ah nx	1	0.759
population	p aa p y uw l ey sh ih n	1	0.755
population's	p aa p y uh l ey sh en z	1	0.741
populous	p aa p y uw l ih s	1	0.575
porch	p ao r ch	6	0.343333333333333
porch	p ow r ch	1	0.212
pork	p ao r k	4	0.36175
pornography	p er n aa g er f iy	1	0.785
port	p ah r	1	0.168
port	p ah r tq	2	0.241
port	p ao r	2	0.1485
port	p ow r t	1	0.232
port	p ow r tq	2	0.1995
portfolio	p ow r f ah l iy ah	1	0.597
portfolio	p ow r f ow l iy ow	1	0.662
portfolio	p ow r f ow l iy uh	1	0.605
portfolio	p ow r t f ow l iy ow	1	0.618
portfolio	p ow r tq f ow l iy ow	1	0.746
portion	p ao r sh ih n	1	0.483
portion	p ao r zh ih m	1	0.364
portions	p ao r sh ah n z	1	0.576
portions	p ao r sh en z	1	0.85
portland	p ao r tq ah n	1	0.451
portrait	p ao r ch r ih tq	1	0.507
portraits	p ao r t r ih t s	1	0.756
portrayed	p er ch r ey d	1	0.47
portraying	p ao r ch r ey eng	1	1.11
portrays	p r ow t r ey z	1	0.557
ports	p ao r t s	1	0.663
portsmouth	p ow r t s m ah th	1	0.595
posi-	p ah z ih	1	0.339
position	b ah z ih sh en	1	0.506
position	b ah z ih zh ih n	1	0.426
position	p ah s ih sh ah n	1	0.581
position	p ah z ah sh ah n	2	0.5165
position	p ah z ih sh	1	0.372
position	p ah z ih sh ah n	4	0.5235
position	p ah z ih sh en	3	0.515333333333333
position	p ah z ih sh ih n	2	0.682
position	p ih s ih sh ah n	1	0.481
position	p ih z ih sh ah nx	1	0.358
position	p ih z ih sh en	3	0.496666666666667
position	p ih z ih sh ih n	5	0.479
position	p ow z ih sh ah n	1	1.2
position	p uh z ah sh ah n	1	0.609
position	p uh z ih sh eh n	1	0.62
position	p uw z ih sh ah n	1	0.51
position	p z ih sh ah n	1	0.48
positions	p ah zh ih sh en z	1	0.63
positions	p ah z ih sh ih n s	1	0.525
positions	p ah z ih sh ih n z	1	0.683
positions	p ih z ih sh ah n z	1	0.648
positions	p ih z ih sh ih n z	4	0.5825
positive	p aa z	1	0.263
positive	p aa z ah t ih v	1	0.708
positive	p aa z d ih v	4	0.4645
positive	p aa z ih	1	0.439
positive	p aa z ih d	1	0.574
